customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
429,30.0,Male,East,Secondary,Self-Employed,628168.59,122433.61,Car,351.0,0,25,45.04,2018-10-23 12:25:06.072344,0
430,24.0,Female,South,Graduate,Unemployed,637939.39,488502.87,Education,,8,132,38.4,2024-08-22 12:25:06.072346,0
431,53.0,Male,West,Secondary,Self-Employed,363139.01,214796.34,Home,849.0,9,192,15.8,2024-04-27 12:25:06.072348,0
432,62.0,Male,South,Primary,Salaried,639465.27,175145.89,Education,701.0,6,116,63.86,2024-02-05 12:25:06.072350,0
433,37.0,Male,East,Primary,Self-Employed,511880.71,70597.75,Education,490.0,3,119,76.02,2017-10-07 12:25:06.072352,0
434,18.0,Male,East,Graduate,Salaried,808123.72,-95395.18,Business,350.0,5,144,34.39,2016-08-12 12:25:06.072354,0
435,25.0,Male,North,Post-Graduate,Salaried,626583.73,405224.53,Business,692.0,0,10,89.21,2020-07-04 12:25:06.072356,0
436,63.0,Male,West,Graduate,Unemployed,767095.84,419041.3,Education,599.0,6,109,16.07,2020-12-07 12:25:06.072358,0
437,33.0,Male,North,Post-Graduate,Unemployed,539643.72,478955.79,Other,495.0,5,194,62.94,2018-11-09 12:25:06.072361,0
438,31.0,Male,East,Secondary,,546857.23,277644.1,Business,,3,35,45.86,2019-11-19 12:25:06.072362,0
439,,Other,South,Graduate,Self-Employed,4494251.25,1006804.48,Education,719.0,6,134,45.73,2017-10-19 12:25:06.072365,0
440,68.0,Male,North,Primary,Self-Employed,687267.04,223841.53,Home,821.0,2,19,46.61,2019-09-20 12:25:06.072366,0
441,40.0,Male,North,Secondary,Unemployed,457097.09,237516.36,Other,655.0,0,187,30.69,2017-01-09 12:25:06.072369,0
442,32.0,Female,South,Primary,,779394.89,467968.55,Car,447.0,3,181,67.25,2024-11-04 12:25:06.072371,1
443,45.0,Male,North,Secondary,Unemployed,493339.05,296022.71,Education,664.0,2,8,67.73,2019-07-02 12:25:06.072372,0
444,51.0,Female,South,Graduate,Self-Employed,645139.63,356710.62,Education,663.0,0,10,32.59,2017-08-20 12:25:06.072375,0
445,19.0,Female,West,Post-Graduate,Salaried,967334.93,233698.98,Other,701.0,1,195,76.82,2023-10-14 12:25:06.072376,0
446,49.0,Male,South,Secondary,Salaried,313743.52,498127.19,Business,791.0,4,166,35.35,2021-05-02 12:25:06.072379,0
447,40.0,Male,West,Post-Graduate,Unemployed,564843.62,14289.17,Business,528.0,7,29,68.01,2023-11-14 12:25:06.072381,0
448,39.0,Female,South,Secondary,Self-Employed,681654.33,116921.37,Business,836.0,0,15,19.68,2017-03-12 12:25:06.072383,0
449,68.0,Female,East,Primary,Self-Employed,752939.67,356956.58,Car,567.0,3,87,23.5,2019-08-17 12:25:06.072385,0
450,42.0,Male,East,Primary,Salaried,351753.22,562591.61,Other,704.0,3,23,35.26,2018-10-24 12:25:06.072387,0
451,39.0,Female,West,Secondary,Salaried,292841.95,266234.97,Other,,4,46,57.51,2020-01-20 12:25:06.072389,0
452,39.0,Male,West,Post-Graduate,Unemployed,4090749.35,694577.52,Business,619.0,6,28,61.64,2019-03-12 12:25:06.072391,1
453,66.0,Other,East,Graduate,Salaried,455917.03,450099.41,Business,425.0,7,26,41.71,2018-09-24 12:25:06.072393,0
454,69.0,Male,West,Graduate,Unemployed,447543.5,348554.77,Home,605.0,5,10,16.23,2021-05-27 12:25:06.072395,0
455,59.0,Female,South,Primary,Salaried,910049.93,493532.07,Home,810.0,0,175,39.89,2022-06-04 12:25:06.072397,1
456,23.0,Female,South,Graduate,Salaried,613940.46,106447.34,Education,388.0,6,4,65.1,2018-02-03 12:25:06.072399,0
457,32.0,Female,East,Primary,Self-Employed,615247.65,481750.27,Education,654.0,2,55,63.68,2017-03-20 12:25:06.072401,0
458,60.0,Female,North,Graduate,Salaried,564040.11,67731.38,Other,651.0,5,66,22.82,2023-09-26 12:25:06.072405,0
459,54.0,Male,South,Secondary,Salaried,355203.59,256774.18,Other,313.0,7,67,10.62,2017-02-04 12:25:06.072407,0
460,50.0,Male,West,Primary,Unemployed,735139.39,361917.41,Car,556.0,6,135,70.24,2018-04-26 12:25:06.072409,0
461,,Male,North,Primary,Salaried,681890.1,327902.01,Car,508.0,9,55,18.51,2019-10-01 12:25:06.072412,0
462,61.0,Male,North,Secondary,Unemployed,633738.27,459088.85,Home,580.0,5,31,16.59,2023-12-07 12:25:06.072414,0
463,61.0,Female,South,Primary,Salaried,576735.39,26001.0,Education,742.0,8,74,10.22,2016-09-07 12:25:06.072416,0
464,22.0,Male,South,Graduate,Salaried,541536.07,321151.12,Home,688.0,8,19,44.61,2022-05-16 12:25:06.072418,0
465,56.0,Male,North,Graduate,Unemployed,782496.68,479946.3,Home,782.0,0,156,50.26,2025-06-15 12:25:06.072420,0
466,21.0,Other,North,Primary,Self-Employed,571741.39,308894.13,Education,446.0,0,81,61.01,2022-06-10 12:25:06.072422,0
467,23.0,Female,East,Graduate,Unemployed,,128649.05,Car,578.0,0,156,33.69,2021-02-16 12:25:06.072424,0
468,62.0,Female,West,Post-Graduate,Unemployed,705978.63,451126.11,Education,820.0,7,147,66.83,2019-03-28 12:25:06.072430,0
469,,Other,East,Primary,Unemployed,641592.19,202753.46,Business,733.0,9,87,23.55,2023-07-21 12:25:06.072434,0
470,,Male,South,Secondary,Self-Employed,928455.21,176351.55,Business,,6,20,76.56,2025-11-08 12:25:06.072438,0
471,,Male,East,Post-Graduate,Salaried,247726.64,157479.64,Business,588.0,2,13,55.75,2020-02-11 12:25:06.072442,0
472,64.0,Female,East,Primary,Unemployed,659981.49,270197.23,Other,685.0,1,77,56.71,2016-08-20 12:25:06.072445,0
473,52.0,Female,East,Secondary,Unemployed,458878.84,327459.03,Car,313.0,3,43,26.78,2022-05-29 12:25:06.072449,0
474,57.0,Male,East,Graduate,Self-Employed,411582.69,109634.99,Car,556.0,2,139,15.93,2019-11-14 12:25:06.072453,0
475,69.0,Female,West,Secondary,Unemployed,508587.16,140453.12,Other,645.0,6,176,47.18,2022-06-07 12:25:06.072457,0
476,33.0,Male,West,Post-Graduate,Salaried,610935.88,195827.57,Home,644.0,9,143,59.25,2017-01-02 12:25:06.072462,0
477,30.0,Male,North,Graduate,Self-Employed,619813.82,156751.7,Business,699.0,7,145,17.6,2016-05-06 12:25:06.072464,0
478,67.0,Female,South,Primary,Salaried,296538.76,305513.73,Business,506.0,5,182,86.04,2019-01-23 12:25:06.072466,0
479,59.0,Female,East,Graduate,Salaried,491783.23,354183.24,Home,471.0,2,50,88.43,2022-02-14 12:25:06.072468,0
480,47.0,Female,North,Primary,Self-Employed,3281221.55,1334324.29,Education,763.0,5,28,53.64,2020-11-07 12:25:06.072470,0
481,36.0,Male,North,Primary,Unemployed,424613.91,333799.78,Education,569.0,1,4,86.01,2025-05-19 12:25:06.072473,0
482,,Female,North,Secondary,Salaried,377043.22,550648.76,Car,520.0,6,22,24.36,2021-07-21 12:25:06.072474,0
483,36.0,Male,West,Secondary,Salaried,,363552.54,Other,451.0,9,119,12.03,2016-06-23 12:25:06.072476,0
484,45.0,Male,East,Secondary,Salaried,467361.31,417594.64,Car,482.0,6,101,13.15,2021-04-04 12:25:06.072479,0
485,43.0,Female,East,Post-Graduate,Salaried,370074.16,237807.64,Education,698.0,3,39,57.0,2023-10-29 12:25:06.072481,0
486,,Other,South,Post-Graduate,Self-Employed,403213.42,441600.92,Home,371.0,7,34,14.93,2017-04-10 12:25:06.072483,0
487,43.0,Female,East,Secondary,Self-Employed,545635.94,230647.12,Car,717.0,3,97,86.68,2017-03-06 12:25:06.072485,0
488,40.0,Female,East,Post-Graduate,Salaried,480034.22,361717.25,Business,582.0,6,44,21.35,2020-05-29 12:25:06.072487,0
489,26.0,Female,North,Graduate,Unemployed,366752.42,94294.97,Business,373.0,3,170,34.38,2025-07-19 12:25:06.072489,0
490,29.0,Female,South,Graduate,Salaried,,324935.12,Home,654.0,4,40,75.8,2024-11-26 12:25:06.072491,0
491,18.0,Male,East,Post-Graduate,Unemployed,660462.26,153692.96,Education,796.0,6,97,27.5,2024-09-24 12:25:06.072493,0
492,18.0,Male,West,Post-Graduate,,750565.44,440405.35,Business,627.0,9,140,29.44,2022-08-27 12:25:06.072495,0
493,64.0,Male,East,Graduate,,520651.0,431381.47,Business,834.0,2,130,61.38,2025-05-22 12:25:06.072497,0
494,51.0,Male,North,Primary,Salaried,546844.86,230005.89,Other,746.0,9,156,32.09,2022-09-30 12:25:06.072500,0
495,49.0,Female,West,Graduate,Unemployed,600562.1,607436.24,Car,672.0,4,74,27.4,2018-05-26 12:25:06.072501,0
496,65.0,Male,North,Graduate,Salaried,915756.72,257118.26,Education,661.0,2,86,30.33,2025-04-06 12:25:06.072504,1
497,42.0,Male,East,Post-Graduate,Salaried,286458.44,58197.16,Car,392.0,4,90,49.25,2016-12-24 12:25:06.072506,0
498,57.0,Male,West,Graduate,,517102.05,183132.3,Education,620.0,2,67,87.29,2020-11-01 12:25:06.072508,1
499,62.0,Female,South,Post-Graduate,Self-Employed,255605.41,143378.85,Business,623.0,9,199,76.58,2017-01-23 12:25:06.072510,0
500,18.0,Male,South,Post-Graduate,,672463.69,356940.32,Other,683.0,6,76,32.77,2023-10-21 12:25:06.072512,0
501,33.0,Female,West,Secondary,Self-Employed,571208.32,114695.55,Car,645.0,0,92,39.07,2017-07-24 12:25:06.072514,0
502,56.0,Male,West,Graduate,Salaried,640598.42,219117.9,Business,402.0,8,10,47.16,2024-04-22 12:25:06.072516,0
503,22.0,Male,North,Primary,Unemployed,630624.51,347182.83,Education,514.0,8,86,88.31,2017-03-05 12:25:06.072518,0
504,39.0,Female,West,Secondary,Unemployed,798141.65,320796.88,Car,491.0,4,102,23.79,2022-12-21 12:25:06.072520,0
505,46.0,Female,North,Post-Graduate,Unemployed,707626.59,298103.43,Car,493.0,8,185,38.6,2019-10-18 12:25:06.072522,0
506,20.0,Male,East,Post-Graduate,Self-Employed,766101.59,318900.08,Business,679.0,9,108,68.35,2020-07-18 12:25:06.072525,0
507,29.0,Female,North,Primary,Self-Employed,386893.06,244424.99,Car,702.0,5,165,87.12,2024-05-05 12:25:06.072527,0
508,43.0,Female,West,Post-Graduate,Salaried,838634.17,59437.19,Other,310.0,4,91,22.45,2025-01-03 12:25:06.072529,0
509,33.0,Male,West,Graduate,,455527.45,240474.27,Other,486.0,2,192,28.19,2021-11-06 12:25:06.072531,0
510,68.0,Female,East,Secondary,,,370312.47,Business,314.0,7,79,28.06,2016-09-06 12:25:06.072533,0
511,54.0,Female,West,Post-Graduate,Salaried,654168.52,279459.75,Education,596.0,3,86,11.67,2022-03-29 12:25:06.072535,0
512,39.0,Female,West,Post-Graduate,,660383.65,358723.26,Business,710.0,9,107,58.33,2016-11-19 12:25:06.072538,0
513,46.0,Female,South,Primary,Unemployed,385628.64,211982.55,Other,351.0,2,168,63.66,2021-12-06 12:25:06.072540,0
514,31.0,Female,South,Graduate,Salaried,565344.14,449150.41,Home,327.0,5,101,58.2,2019-08-12 12:25:06.072542,1
515,45.0,Female,East,Post-Graduate,Unemployed,897647.06,-83447.68,Home,316.0,7,108,15.71,2018-09-27 12:25:06.072544,0
516,22.0,Female,North,Primary,Self-Employed,306332.69,321216.08,Car,650.0,8,60,15.54,2017-10-20 12:25:06.072546,0
517,64.0,Female,South,Post-Graduate,Salaried,897043.85,502332.05,Car,727.0,5,48,26.83,2023-05-25 12:25:06.072548,0
518,66.0,Female,North,Primary,Salaried,551660.31,524654.78,Home,528.0,4,117,33.22,2021-11-24 12:25:06.072550,0
519,47.0,Female,West,Primary,Salaried,132449.03,265226.07,Other,509.0,1,106,72.92,2016-05-05 12:25:06.072552,0
520,63.0,Female,South,Graduate,Unemployed,326653.65,101070.28,Car,730.0,1,147,22.75,2019-05-16 12:25:06.072554,0
521,69.0,Male,East,Post-Graduate,Salaried,407304.49,504970.93,Business,593.0,8,33,13.53,2023-01-09 12:25:06.072556,0
522,22.0,Female,East,Graduate,Salaried,475214.14,292220.22,Business,403.0,1,44,41.52,2019-08-30 12:25:06.072559,0
523,29.0,Female,East,Primary,Salaried,579057.35,276154.57,Other,503.0,1,165,43.31,2022-03-16 12:25:06.072561,0
524,33.0,Male,South,Secondary,,59303.97,166071.8,Car,352.0,2,112,46.07,2026-01-27 12:25:06.072563,0
525,43.0,Female,North,Post-Graduate,Self-Employed,,112516.88,Business,674.0,2,89,76.15,2018-07-12 12:25:06.072565,0
526,43.0,Male,West,Secondary,Salaried,388981.9,384579.48,Car,353.0,3,36,17.84,2020-01-18 12:25:06.072567,0
527,65.0,Male,North,Post-Graduate,,878104.51,400480.72,Car,575.0,6,81,66.32,2025-09-08 12:25:06.072569,0
528,38.0,Female,North,Graduate,Unemployed,545964.66,330231.6,Business,634.0,8,88,37.04,2023-04-04 12:25:06.072571,0
529,56.0,Male,West,Graduate,Unemployed,788569.23,185393.13,Home,330.0,1,149,34.8,2018-11-25 12:25:06.072573,0
530,53.0,Female,West,Graduate,Unemployed,4110348.98,561000.7,Business,434.0,3,130,84.6,2025-07-11 12:25:06.072575,0
531,50.0,Female,South,Graduate,Unemployed,816654.65,85162.7,Other,357.0,8,31,29.88,2025-06-03 12:25:06.072577,0
532,47.0,Female,South,Graduate,Self-Employed,486718.65,215918.22,Education,404.0,1,108,61.4,2018-03-12 12:25:06.072579,0
533,54.0,Male,South,Secondary,Salaried,484159.97,149121.97,Business,565.0,9,30,32.01,2016-03-26 12:25:06.072581,0
534,40.0,Male,South,Graduate,Unemployed,555005.34,43603.55,Car,821.0,0,172,50.57,2024-02-10 12:25:06.072583,0
535,27.0,Female,South,Primary,Unemployed,727247.48,397701.75,Car,795.0,9,12,72.9,2022-03-23 12:25:06.072585,0
536,22.0,Other,West,Primary,Self-Employed,497860.95,102140.42,Business,552.0,7,51,80.54,2025-07-24 12:25:06.072587,0
537,53.0,Female,North,Secondary,Self-Employed,576147.51,447588.4,Education,594.0,8,121,77.1,2022-07-11 12:25:06.072589,0
538,51.0,Male,South,Post-Graduate,Unemployed,654718.76,359110.76,Business,457.0,6,177,56.57,2022-10-26 12:25:06.072591,0
539,,Female,South,Primary,Salaried,2095108.07,1376604.71,Education,848.0,7,152,29.91,2018-01-19 12:25:06.072593,1
540,48.0,Female,North,Post-Graduate,,406378.34,549796.36,Education,366.0,3,152,62.9,2024-12-03 12:25:06.072595,0
541,27.0,Female,South,Secondary,Unemployed,568347.22,107129.6,Other,,3,188,66.79,2024-05-12 12:25:06.072598,1
542,36.0,Male,North,Post-Graduate,Self-Employed,594835.76,431065.8,Car,762.0,1,139,10.86,2017-12-16 12:25:06.072600,0
543,49.0,Female,North,Post-Graduate,Unemployed,686777.1,255353.61,Car,400.0,7,13,45.14,2016-03-17 12:25:06.072602,0
544,18.0,Female,West,Post-Graduate,Unemployed,734377.31,685660.52,Education,355.0,1,91,77.46,2025-05-02 12:25:06.072604,0
545,22.0,Other,East,Post-Graduate,,380187.44,242880.84,Car,631.0,8,74,49.17,2019-04-25 12:25:06.072606,0
546,62.0,Male,West,Secondary,Unemployed,437583.01,218653.75,Home,692.0,3,192,34.91,2022-08-25 12:25:06.072608,0
547,21.0,Female,East,Primary,Unemployed,405849.54,363830.37,Education,,0,20,79.74,2019-06-28 12:25:06.072610,0
548,33.0,Female,East,Graduate,Unemployed,882489.48,268663.72,Car,391.0,3,72,22.47,2024-10-16 12:25:06.072612,0
549,41.0,Male,East,Post-Graduate,Self-Employed,575945.88,186230.56,Home,746.0,2,73,26.52,2022-07-21 12:25:06.072614,0
550,33.0,Female,South,Primary,Salaried,603225.86,154458.48,Other,408.0,5,71,64.99,2022-11-13 12:25:06.072616,0
551,19.0,Female,West,Primary,Salaried,611554.87,518730.67,Car,616.0,6,78,38.19,2016-12-13 12:25:06.072618,0
552,,Male,East,Secondary,Self-Employed,456866.0,125480.76,Home,467.0,7,28,67.04,2023-06-25 12:25:06.072620,0
553,45.0,Male,North,Primary,Salaried,912853.9,333463.13,Business,734.0,1,130,22.62,2019-11-19 12:25:06.072622,0
554,49.0,Female,South,Secondary,Unemployed,682205.33,458427.62,Business,741.0,5,121,30.18,2025-11-14 12:25:06.072624,0
555,44.0,Male,West,Post-Graduate,Salaried,607918.11,465674.25,Home,,5,43,22.53,2016-10-28 12:25:06.072626,0
556,37.0,Female,East,Post-Graduate,Unemployed,,209752.14,Education,521.0,9,8,86.23,2024-03-30 12:25:06.072628,0
557,,Male,North,Graduate,Salaried,367613.5,269072.28,Education,827.0,4,13,42.43,2017-09-20 12:25:06.072631,0
558,29.0,Female,West,Graduate,Self-Employed,538218.49,239970.97,Car,577.0,9,111,36.98,2022-12-27 12:25:06.072633,0
559,67.0,Male,West,Graduate,,460001.64,69747.19,Business,765.0,9,35,11.14,2017-07-12 12:25:06.072635,0
560,52.0,Female,South,Primary,,386511.13,380627.61,Education,329.0,6,23,22.27,2022-10-31 12:25:06.072637,0
561,50.0,Other,West,Post-Graduate,Salaried,525808.4,305775.55,Education,658.0,2,46,43.69,2025-09-14 12:25:06.072639,0
562,50.0,Other,South,Secondary,Self-Employed,556714.39,516087.76,Business,587.0,3,15,15.48,2025-08-19 12:25:06.072641,0
563,68.0,Female,East,Graduate,Salaried,628357.08,176519.24,Other,385.0,9,130,50.86,2018-04-07 12:25:06.072643,0
564,60.0,Male,South,Secondary,Self-Employed,499216.11,463304.48,Education,533.0,8,61,46.4,2020-07-23 12:25:06.072645,0
565,54.0,Female,North,Secondary,Unemployed,398479.86,473885.12,Home,612.0,3,115,71.37,2021-08-26 12:25:06.072647,0
566,29.0,Male,South,Graduate,Salaried,405415.82,307060.75,Car,664.0,2,64,62.78,2022-11-16 12:25:06.072649,0
567,20.0,Male,North,Post-Graduate,Self-Employed,842594.55,-25629.24,Education,568.0,1,52,45.68,2023-07-09 12:25:06.072651,0
568,18.0,Male,South,Graduate,Self-Employed,349648.46,223114.85,Education,430.0,4,164,27.97,2021-11-17 12:25:06.072653,0
569,,Male,West,Secondary,Salaried,672636.46,567880.67,Other,,3,195,68.15,2021-01-10 12:25:06.072655,0
570,57.0,Female,East,Graduate,Unemployed,,344558.37,Home,479.0,7,69,66.63,2017-02-11 12:25:06.072657,0
571,,Female,North,Secondary,Self-Employed,575744.9,404009.96,Car,779.0,6,67,22.26,2025-05-09 12:25:06.072659,0
572,60.0,Male,South,Secondary,,953565.81,286625.01,Education,462.0,5,175,83.18,2021-12-20 12:25:06.072661,0
573,61.0,Male,South,Graduate,Unemployed,700343.8,266483.56,Car,395.0,1,83,15.15,2019-11-11 12:25:06.072663,0
574,46.0,Other,South,Primary,Self-Employed,968580.61,19898.31,Business,809.0,2,2,14.4,2021-10-24 12:25:06.072665,0
575,30.0,Male,West,Graduate,Self-Employed,469787.2,419210.88,Education,664.0,9,172,24.99,2025-05-25 12:25:06.072667,0
576,29.0,Male,West,Primary,Unemployed,473210.92,461952.18,Education,652.0,8,192,82.76,2016-07-14 12:25:06.072669,0
577,48.0,Male,North,Secondary,Unemployed,705507.43,157370.66,Business,735.0,8,78,51.6,2022-11-18 12:25:06.072671,0
578,63.0,Female,North,Secondary,Salaried,547706.87,273171.73,Other,382.0,4,28,73.04,2025-06-22 12:25:06.072673,1
579,19.0,Female,West,Primary,Salaried,937133.08,252938.81,Education,524.0,2,54,28.23,2016-11-09 12:25:06.072675,0
580,68.0,Male,North,Secondary,Self-Employed,668340.08,363022.99,Car,711.0,1,67,49.22,2018-07-13 12:25:06.072677,0
581,67.0,Male,East,Primary,,391085.16,218345.46,Home,417.0,7,164,38.66,2024-04-03 12:25:06.072680,1
582,52.0,Female,East,Primary,Unemployed,252636.72,439701.14,Car,781.0,5,102,76.23,2025-03-22 12:25:06.072681,0
583,40.0,Female,West,Secondary,Unemployed,584352.28,310698.65,Other,491.0,9,120,11.81,2016-06-26 12:25:06.072684,1
584,,Male,North,Post-Graduate,Self-Employed,582175.37,-82413.46,Home,406.0,6,191,29.51,2017-12-06 12:25:06.072685,0
585,43.0,Other,South,Primary,Unemployed,662753.18,366408.04,Car,681.0,0,153,22.21,2023-11-29 12:25:06.072688,0
586,25.0,Male,East,Graduate,Unemployed,842138.11,449452.65,Car,689.0,0,48,78.74,2022-02-28 12:25:06.072690,0
587,46.0,Male,West,Graduate,Self-Employed,815822.66,127190.75,Business,543.0,9,167,47.4,2022-03-24 12:25:06.072692,0
588,43.0,Female,North,Secondary,Salaried,484219.79,361309.04,Other,767.0,1,47,42.34,2026-02-15 12:25:06.072694,0
589,27.0,Male,West,Post-Graduate,Salaried,341236.12,574493.95,Business,837.0,9,21,45.96,2023-08-25 12:25:06.072696,1
590,43.0,Female,South,Secondary,Self-Employed,353175.77,316809.96,Home,509.0,2,158,87.75,2017-12-28 12:25:06.072698,0
591,51.0,Male,East,Post-Graduate,Unemployed,452639.66,471244.33,Business,372.0,0,92,78.02,2022-02-27 12:25:06.072700,0
592,68.0,Male,West,Primary,Self-Employed,526653.69,233676.75,Other,608.0,4,159,66.51,2018-06-15 12:25:06.072702,0
593,58.0,Other,West,Primary,Salaried,661012.43,297305.36,Education,485.0,2,121,33.24,2016-08-17 12:25:06.072705,0
594,24.0,Male,West,Primary,Salaried,439806.48,269306.81,Education,552.0,0,116,23.21,2022-10-09 12:25:06.072719,1
595,21.0,Female,South,Primary,Self-Employed,656078.39,241931.94,Home,312.0,7,154,83.71,2018-12-23 12:25:06.072721,1
596,67.0,Male,West,Graduate,Self-Employed,672408.03,277841.69,Education,598.0,5,150,43.85,2022-03-13 12:25:06.072723,0
597,62.0,Male,South,Graduate,Salaried,628668.78,55397.73,Business,375.0,8,149,32.3,2020-11-10 12:25:06.072725,0
598,,Male,South,Secondary,Self-Employed,374275.4,250367.98,Home,350.0,2,1,47.67,2021-07-14 12:25:06.072727,0
599,46.0,Female,South,Post-Graduate,Salaried,693565.35,500670.97,Other,448.0,8,165,83.43,2017-05-23 12:25:06.072729,0
600,53.0,Male,East,Primary,Self-Employed,1016253.93,155446.49,Home,421.0,8,77,40.97,2026-01-18 12:25:06.072731,0
601,42.0,Female,East,Primary,Self-Employed,649179.37,140080.01,Home,,0,85,55.01,2020-10-17 12:25:06.072733,0
602,38.0,Male,West,Post-Graduate,Self-Employed,9384.98,309181.86,Car,579.0,2,46,74.24,2020-10-27 12:25:06.072735,0
603,53.0,Other,West,Post-Graduate,Salaried,848175.91,316677.47,Car,837.0,5,137,44.17,2018-03-01 12:25:06.072737,0
604,27.0,Male,East,Secondary,Self-Employed,459450.44,356619.71,Home,455.0,7,145,28.68,2021-09-15 12:25:06.072739,0
605,54.0,Female,North,Post-Graduate,Salaried,1053142.54,282939.21,Education,,3,47,89.56,2017-11-16 12:25:06.072742,0
606,26.0,Female,East,Primary,Salaried,623272.69,310779.62,Car,675.0,4,59,86.53,2023-02-25 12:25:06.072744,0
607,41.0,Female,South,Primary,Self-Employed,1315299.31,989469.14,Other,381.0,8,54,77.48,2019-06-07 12:25:06.072746,0
608,52.0,Female,East,Primary,Self-Employed,935302.51,434522.31,Business,791.0,5,86,65.07,2020-08-13 12:25:06.072748,0
609,,Female,South,Primary,Salaried,907948.15,289291.22,Car,655.0,6,12,33.59,2022-07-11 12:25:06.072750,0
610,52.0,Female,West,Primary,Salaried,821181.0,408689.55,Home,,6,192,83.07,2025-05-31 12:25:06.072752,0
611,65.0,Male,North,Secondary,Unemployed,1045203.78,377258.19,Education,343.0,3,6,32.04,2022-09-04 12:25:06.072754,0
612,53.0,Male,West,Primary,Salaried,602184.9,38363.68,Business,422.0,3,53,74.06,2017-07-22 12:25:06.072756,0
613,35.0,Female,South,Secondary,Unemployed,588694.02,337788.8,Car,648.0,3,144,83.46,2019-07-02 12:25:06.072758,1
614,66.0,Female,South,Primary,Unemployed,,166084.57,Education,629.0,4,90,58.24,2017-10-05 12:25:06.072760,0
615,,Female,South,Graduate,Unemployed,,508824.6,Education,708.0,4,5,74.24,2023-07-04 12:25:06.072762,0
616,49.0,Male,North,Graduate,Self-Employed,521514.09,348940.47,Education,622.0,7,73,73.34,2020-02-27 12:25:06.072764,0
617,41.0,Male,East,Graduate,Self-Employed,,434442.59,Home,410.0,8,174,25.45,2019-12-20 12:25:06.072768,0
618,40.0,Male,West,Graduate,Salaried,431219.84,303175.22,Other,388.0,1,14,63.43,2025-11-13 12:25:06.072770,0
619,49.0,Female,West,Secondary,Unemployed,266142.13,290091.75,Education,732.0,6,172,17.48,2016-10-22 12:25:06.072772,0
620,54.0,Male,East,Secondary,Self-Employed,631975.33,524376.74,Business,398.0,0,191,50.63,2017-04-06 12:25:06.072775,0
621,29.0,Male,West,Post-Graduate,Self-Employed,426760.88,445916.16,Car,838.0,0,106,22.98,2022-08-18 12:25:06.072777,0
622,66.0,Male,North,Primary,Self-Employed,-47887.54,317678.8,Business,445.0,3,52,43.31,2016-11-06 12:25:06.072779,0
623,30.0,Male,West,Graduate,Self-Employed,710513.48,270050.04,Home,556.0,9,116,76.64,2022-07-03 12:25:06.072781,0
624,40.0,Female,South,Secondary,Self-Employed,378388.19,43923.79,Home,488.0,6,26,88.97,2020-04-16 12:25:06.072783,0
625,42.0,Male,East,Primary,Unemployed,,348685.13,Business,539.0,1,53,35.44,2025-07-09 12:25:06.072788,1
626,52.0,Female,North,Primary,Unemployed,727569.62,281084.4,Other,802.0,1,109,52.56,2020-06-19 12:25:06.072791,0
627,58.0,Male,East,Secondary,Unemployed,656718.0,383093.41,Home,570.0,0,29,50.9,2025-11-17 12:25:06.072792,0
628,47.0,Male,North,Graduate,Unemployed,,428672.83,Home,819.0,9,19,86.35,2020-05-06 12:25:06.072794,0
629,34.0,Male,South,Post-Graduate,Salaried,572389.63,484938.16,Business,849.0,1,47,48.29,2025-03-15 12:25:06.072797,0
630,66.0,Male,East,Primary,Unemployed,542872.09,350548.94,Home,413.0,6,136,65.93,2016-07-31 12:25:06.072799,0
631,37.0,Male,West,Post-Graduate,,736734.48,143045.93,Other,638.0,8,23,83.74,2018-04-10 12:25:06.072801,0
632,65.0,Male,North,Graduate,Unemployed,588910.53,-22397.03,Other,658.0,5,117,39.87,2023-08-05 12:25:06.072803,0
633,42.0,Female,East,Graduate,Salaried,832098.71,176295.02,Other,633.0,9,106,82.17,2020-02-17 12:25:06.072805,0
634,39.0,Male,West,Post-Graduate,Self-Employed,346238.82,500023.27,Car,,1,163,83.4,2024-08-07 12:25:06.072807,0
635,30.0,Female,East,Graduate,Unemployed,349565.11,573523.72,Other,638.0,9,53,84.45,2024-05-22 12:25:06.072809,0
636,36.0,Female,East,Primary,Unemployed,753161.9,264314.89,Other,560.0,9,96,31.64,2019-06-23 12:25:06.072811,0
637,66.0,Female,East,Post-Graduate,Unemployed,367037.81,80856.11,Car,498.0,8,186,42.03,2017-04-08 12:25:06.072813,0
638,53.0,Male,North,Graduate,Self-Employed,721819.72,202737.96,Education,,6,5,79.63,2019-07-29 12:25:06.072815,0
639,29.0,Male,West,Post-Graduate,Self-Employed,,470670.87,Home,586.0,0,16,38.73,2019-07-11 12:25:06.072817,0
640,58.0,Male,South,Primary,Salaried,461102.34,211348.02,Other,771.0,8,17,58.02,2020-05-13 12:25:06.072829,0
641,36.0,Male,North,Graduate,Self-Employed,673434.03,388368.59,Home,781.0,1,160,19.44,2017-09-26 12:25:06.072832,0
642,29.0,Other,North,Primary,Self-Employed,353081.51,325283.75,Business,322.0,3,102,14.5,2017-08-13 12:25:06.072834,0
643,26.0,Male,North,Graduate,Unemployed,,406500.49,Home,408.0,8,180,42.96,2019-10-28 12:25:06.072836,0
644,24.0,Male,South,Secondary,Self-Employed,552562.45,572701.65,Car,595.0,3,20,56.31,2024-07-06 12:25:06.072838,0
