customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,join_Year,join_Month,join_Day,join_Weekday,Gender_Encoded,Income_Bin,High_Income_Flag,Income_Quantile_Bin,Income_KMeans_Bin,Income_Log,Income_Reciprocal,Income_Sqrt,Income_YeoJohnson,Debt_to_Income_Ratio,Avg_Monthly_Transactions
530.0,53.0,Female,West,Graduate,Unemployed,4110348.98,561000.7,Business,434.0,3.0,130.0,84.6,2025-07-11 12:25:06.072575,0.0,2025,7,11,4,0,"(2851109.83, 4300608.515]",1,"(733802.48, 5750107.2]",1,15.229018736131755,2.43288285636446e-07,2027.3995610140591,7.736407502457676,0.13648493174903117,10.833333333333334
531.0,50.0,Female,South,Graduate,Unemployed,816654.65,85162.7,Other,357.0,8.0,31.0,29.88,2025-06-03 12:25:06.072577,0.0,2025,6,3,1,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.612972803965894,1.2245063142586474e-06,903.6894654691954,0.4843897690245323,0.10428239158376187,2.5833333333333335
532.0,47.0,Female,South,Graduate,Self-Employed,486718.65,215918.22,Education,404.0,1.0,108.0,61.4,2018-03-12 12:25:06.072579,0.0,2018,3,12,0,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.09544356895353,2.0545708397020747e-06,697.6522414498502,-0.38664097767537947,0.4436201900214836,9.0
533.0,54.0,Male,South,Secondary,Salaried,484159.97,149121.97,Business,565.0,9.0,30.0,32.01,2016-03-26 12:25:06.072581,0.0,2016,3,26,5,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.090172713050048,2.0654287767144883e-06,695.8160460926437,-0.3936804020681054,0.3080014442334008,2.5
534.0,40.0,Male,South,Graduate,Unemployed,555005.34,43603.55,Car,821.0,0.0,172.0,50.57,2024-02-10 12:25:06.072583,0.0,2024,2,10,5,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.226734816086749,1.8017812192920176e-06,744.986805252281,-0.2006745595016648,0.0785641990399588,14.333333333333334
535.0,27.0,Female,South,Primary,Unemployed,727247.48,397701.75,Car,795.0,9.0,12.0,72.9,2022-03-23 12:25:06.072585,0.0,2022,3,23,2,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.49702348628995,1.37504584402844e-06,852.7880627682355,0.25453041734989085,0.5468588904563823,1.0
536.0,22.0,Other,West,Primary,Self-Employed,497860.95,102140.42,Business,552.0,7.0,51.0,80.54,2025-07-24 12:25:06.072587,0.0,2025,7,24,3,2,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.118078108741978,2.0085889271112204e-06,705.5926232607594,-0.3560490283733373,0.20515852870163848,4.25
537.0,53.0,Female,North,Secondary,Self-Employed,576147.51,447588.4,Education,594.0,8.0,121.0,77.1,2022-07-11 12:25:06.072589,0.0,2022,7,11,0,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.264120736306733,1.7356636052048456e-06,759.0438129647063,-0.14379355827147203,0.7768642443668636,10.083333333333334
538.0,51.0,Male,South,Post-Graduate,Unemployed,654718.76,359110.76,Business,457.0,6.0,177.0,56.57,2022-10-26 12:25:06.072591,0.0,2022,10,26,2,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.391962575736361,1.5273710388701266e-06,809.1469335046633,0.06502018861731405,0.5484962123278704,14.75
539.0,43.97157894736842,Female,South,Primary,Salaried,2095108.07,1376604.71,Education,848.0,7.0,152.0,29.91,2018-01-19 12:25:06.072593,1.0,2018,1,19,4,0,"(1401611.145, 2851109.83]",1,"(733802.48, 5750107.2]",3,14.5551161720357,4.773021196457328e-07,1447.4488142936177,3.4968838208854383,0.6570566596118357,12.666666666666666
540.0,48.0,Female,North,Post-Graduate,Salaried,406378.34,549796.36,Education,366.0,3.0,152.0,62.9,2024-12-03 12:25:06.072595,0.0,2024,12,3,1,0,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.915042337340012,2.4607550177132526e-06,637.4781094280806,-0.6104402591188409,1.3529174807889612,12.666666666666666
541.0,27.0,Female,South,Secondary,Unemployed,568347.22,107129.6,Other,571.2631578947369,3.0,188.0,66.79,2024-05-12 12:25:06.072598,1.0,2024,5,12,6,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.250489573236987,1.7594847046411091e-06,753.8880686149636,-0.1647433510551678,0.18849322426526519,15.666666666666666
542.0,36.0,Male,North,Post-Graduate,Self-Employed,594835.76,431065.8,Car,762.0,1.0,139.0,10.86,2017-12-16 12:25:06.072600,0.0,2017,12,16,5,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",0,13.296042293944938,1.68113349282583e-06,771.255962699803,-0.09376863636649334,0.7246803722762061,11.583333333333334
543.0,49.0,Female,North,Post-Graduate,Unemployed,686777.1,255353.61,Car,400.0,7.0,13.0,45.14,2016-03-17 12:25:06.072602,0.0,2016,3,17,3,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.439766520484826,1.4560743855984926e-06,828.7201578337528,0.14914527918802856,0.3718143921805197,1.0833333333333333
544.0,18.0,Female,West,Post-Graduate,Unemployed,734377.31,685660.52,Education,355.0,1.0,91.0,77.46,2025-05-02 12:25:06.072604,0.0,2025,5,2,4,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.506779583538545,1.3616959901770518e-06,856.9581728415922,0.2730064203665859,0.9336624520711294,7.583333333333333
545.0,22.0,Other,East,Post-Graduate,Salaried,380187.44,242880.84,Car,631.0,8.0,74.0,49.17,2019-04-25 12:25:06.072606,0.0,2019,4,25,3,2,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.848422303524249,2.6302746080338477e-06,616.5934154692216,-0.684752572820662,0.6388449865676783,6.166666666666667
546.0,62.0,Male,West,Secondary,Unemployed,437583.01,218653.75,Home,692.0,3.0,192.0,34.91,2022-08-25 12:25:06.072608,0.0,2022,8,25,3,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.98902398920292,2.2852754605909845e-06,661.5005744517536,-0.5228091577320197,0.4996851911595014,16.0
547.0,21.0,Female,East,Primary,Unemployed,405849.54,363830.37,Education,571.2631578947369,0.0,20.0,79.74,2019-06-28 12:25:06.072610,0.0,2019,6,28,4,0,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.913740242729277,2.4639612405098686e-06,637.0632150736691,-0.6119335642943867,0.8964661386581836,1.6666666666666667
548.0,33.0,Female,East,Graduate,Unemployed,882489.48,268663.72,Car,391.0,3.0,72.0,22.47,2024-10-16 12:25:06.072612,0.0,2024,10,16,2,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.690503280195992,1.1331566998887059e-06,939.4091121550823,0.6512817952887768,0.3044384393114805,6.0
549.0,41.0,Male,East,Post-Graduate,Self-Employed,575945.88,186230.56,Home,746.0,2.0,73.0,26.52,2022-07-21 12:25:06.072614,0.0,2022,7,21,3,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.263770713203076,1.7362712339026821e-06,758.9109829222397,-0.1443345655788941,0.3233473256202475,6.083333333333333
550.0,33.0,Female,South,Primary,Salaried,603225.86,154458.48,Other,408.0,5.0,71.0,64.99,2022-11-13 12:25:06.072616,0.0,2022,11,13,6,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",0,13.310048623862208,1.6577511153929717e-06,776.6761616014746,-0.07138503663531298,0.2560541419759425,5.916666666666667
551.0,19.0,Female,West,Primary,Salaried,611554.87,518730.67,Car,616.0,6.0,78.0,38.19,2016-12-13 12:25:06.072618,0.0,2016,12,13,1,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",0,13.323761595430478,1.6351735778449808e-06,782.0197376025749,-0.04920942351969152,0.8482160725823342,6.5
552.0,43.97157894736842,Male,East,Secondary,Self-Employed,456866.0,125480.76,Home,467.0,7.0,28.0,67.04,2023-06-25 12:25:06.072620,0.0,2023,6,25,6,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,13.032147599072955,2.1888208165614937e-06,675.9186341565085,-0.46911703094644086,0.27465550073763423,2.3333333333333335
553.0,45.0,Male,North,Primary,Salaried,912853.9,333463.13,Business,734.0,1.0,130.0,22.62,2019-11-19 12:25:06.072622,0.0,2019,11,19,1,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.72433222033138,1.0954643503584194e-06,955.4338804961859,0.72763567244542,0.36529737124418266,10.833333333333334
554.0,49.0,Female,South,Secondary,Unemployed,682205.33,458427.62,Business,741.0,5.0,121.0,30.18,2025-11-14 12:25:06.072624,0.0,2025,11,14,4,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.433087427727504,1.4658321918531597e-06,825.9572204418338,0.13718411541834008,0.6719789480390017,10.083333333333334
555.0,44.0,Male,West,Post-Graduate,Salaried,607918.11,465674.25,Home,571.2631578947369,5.0,43.0,22.53,2016-10-28 12:25:06.072626,0.0,2016,10,28,4,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",0,13.317797109334172,1.64495569155574e-06,779.6910349619264,-0.058886663036357735,0.7660147680088031,3.5833333333333335
556.0,37.0,Female,East,Post-Graduate,Unemployed,644156.5455263158,209752.14,Education,521.0,9.0,8.0,86.23,2024-03-30 12:25:06.072628,0.0,2024,3,30,5,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.375698611078434,1.5524152545367443e-06,802.593636609658,0.03717278505943743,0.3256229273097264,0.6666666666666666
557.0,43.97157894736842,Male,North,Graduate,Salaried,367613.5,269072.28,Education,827.0,4.0,13.0,42.43,2017-09-20 12:25:06.072631,0.0,2017,9,20,2,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.8147901137347,2.7202409045345057e-06,606.3113886444819,-0.7206929611133522,0.7319434133947748,1.0833333333333333
558.0,29.0,Female,West,Graduate,Self-Employed,538218.49,239970.97,Car,577.0,9.0,111.0,36.98,2022-12-27 12:25:06.072633,0.0,2022,12,27,1,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.196021729922862,1.8579780527828897e-06,733.6337574021522,-0.24606375310261072,0.44586162396613316,9.25
559.0,67.0,Male,West,Graduate,Salaried,460001.64,69747.19,Business,765.0,9.0,35.0,11.14,2017-07-12 12:25:06.072635,0.0,2017,7,12,2,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,13.038987507579243,2.1739005671793534e-06,678.2342073354897,-0.4604177352733337,0.15162378551519948,2.9166666666666665
560.0,52.0,Female,South,Primary,Salaried,386511.13,380627.61,Education,329.0,6.0,23.0,22.27,2022-10-31 12:25:06.072637,0.0,2022,10,31,0,0,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.864918530734474,2.5872409230727117e-06,621.7001930191111,-0.6667434027754778,0.9847778769009834,1.9166666666666667
561.0,50.0,Other,West,Post-Graduate,Salaried,525808.4,305775.55,Education,658.0,2.0,46.0,43.69,2025-09-14 12:25:06.072639,0.0,2025,9,14,6,2,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.172694068638087,1.901829826549316e-06,725.1264717275187,-0.27975188295959597,0.581534167198546,3.8333333333333335
562.0,50.0,Other,South,Secondary,Self-Employed,556714.39,516087.76,Business,587.0,3.0,15.0,15.48,2025-08-19 12:25:06.072641,0.0,2025,8,19,1,2,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.229809418840677,1.7962499653548288e-06,746.1329573206106,-0.19606489574300476,0.9270242861873932,1.25
563.0,68.0,Female,East,Graduate,Salaried,628357.08,176519.24,Other,385.0,9.0,130.0,50.86,2018-04-07 12:25:06.072643,0.0,2018,4,7,5,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.35086547403597,1.5914492577226032e-06,792.6897753850493,-0.00460793866781204,0.28092186054464446,10.833333333333334
564.0,60.0,Male,South,Secondary,Self-Employed,499216.11,463304.48,Education,533.0,8.0,61.0,46.4,2020-07-23 12:25:06.072645,0.0,2020,7,23,3,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.12079637028973,2.0031364710235994e-06,706.5522698286377,-0.35233521605159435,0.9280639601153897,5.083333333333333
565.0,54.0,Female,North,Secondary,Unemployed,398479.86,473885.12,Home,612.0,3.0,115.0,71.37,2021-08-26 12:25:06.072647,0.0,2021,8,26,3,0,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.895414745946,2.5095308216309313e-06,631.2526118757846,-0.6327750003501065,1.1892322989673807,9.583333333333334
566.0,29.0,Male,South,Graduate,Salaried,405415.82,307060.75,Car,664.0,2.0,64.0,62.78,2022-11-16 12:25:06.072649,0.0,2022,11,16,2,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.912671002025887,2.4665972171554206e-06,636.7227183005174,-0.6131585807080397,0.7573970596411358,5.333333333333333
567.0,20.0,Male,North,Post-Graduate,Self-Employed,842594.55,-25629.24,Education,568.0,1.0,52.0,45.68,2023-07-09 12:25:06.072651,0.0,2023,7,9,6,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.644242347240855,1.1868090212439408e-06,917.9294907562345,0.5503743513087654,-0.030417049338854613,4.333333333333333
568.0,18.0,Male,South,Graduate,Self-Employed,349648.46,223114.85,Education,430.0,4.0,164.0,27.97,2021-11-17 12:25:06.072653,0.0,2021,11,17,2,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.764686388729276,2.8600072770025154e-06,591.3107981425674,-0.7723575416011464,0.6381119196120584,13.666666666666666
569.0,43.97157894736842,Male,West,Secondary,Salaried,672636.46,567880.67,Other,571.2631578947369,3.0,195.0,68.15,2021-01-10 12:25:06.072655,0.0,2021,1,10,6,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.418961771057981,1.4866849669657114e-06,820.144170253011,0.11211090886010917,0.8442609102694196,16.25
570.0,57.0,Female,East,Graduate,Unemployed,644156.5455263158,344558.37,Home,479.0,7.0,69.0,66.63,2017-02-11 12:25:06.072657,0.0,2017,2,11,5,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.375698611078434,1.5524152545367443e-06,802.593636609658,0.03717278505943743,0.5348985000509068,5.75
571.0,43.97157894736842,Female,North,Secondary,Self-Employed,575744.9,404009.96,Car,779.0,6.0,67.0,22.26,2025-05-09 12:25:06.072659,0.0,2025,5,9,4,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.263421696511246,1.7368773273070637e-06,758.7785579469152,-0.14487385640172956,0.7017169583265088,5.583333333333333
572.0,60.0,Male,South,Secondary,Salaried,953565.81,286625.01,Education,462.0,5.0,175.0,83.18,2021-12-20 12:25:06.072661,0.0,2021,12,20,0,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.767964769737851,1.0486942178702716e-06,976.5069431396789,0.8294298821911006,0.300582305902935,14.583333333333334
573.0,61.0,Male,South,Graduate,Unemployed,700343.8,266483.56,Car,395.0,1.0,83.0,15.15,2019-11-11 12:25:06.072663,0.0,2019,11,11,0,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.45932806418063,1.4278681015408408e-06,836.8654611106854,0.18457176048959054,0.3805039182184521,6.916666666666667
574.0,46.0,Other,South,Primary,Self-Employed,968580.61,19898.31,Business,809.0,2.0,2.0,14.4,2021-10-24 12:25:06.072665,0.0,2021,10,24,6,2,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.783588022605427,1.0324375248049568e-06,984.1649302835374,0.8668105337610528,0.02054378313437433,0.16666666666666666
575.0,30.0,Male,West,Graduate,Self-Employed,469787.2,419210.88,Education,664.0,9.0,172.0,24.99,2025-05-25 12:25:06.072667,0.0,2025,5,25,6,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,13.060037233820417,2.1286188116261754e-06,685.4102421178137,-0.4333248259743562,0.8923420646624685,14.333333333333334
576.0,29.0,Male,West,Primary,Unemployed,473210.92,461952.18,Education,652.0,8.0,192.0,82.76,2016-07-14 12:25:06.072669,0.0,2016,7,14,3,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.067298600963522,2.113218111665488e-06,687.9032780849354,-0.42386527039498884,0.9762077764393096,16.0
577.0,48.0,Male,North,Secondary,Unemployed,705507.43,157370.66,Business,735.0,8.0,78.0,51.6,2022-11-18 12:25:06.072671,0.0,2022,11,18,4,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.466673999175978,1.4174175069743674e-06,839.9448970021784,0.19802899231499826,0.2230602447376068,6.5
578.0,63.0,Female,North,Secondary,Salaried,547706.87,273171.73,Other,382.0,4.0,28.0,73.04,2025-06-22 12:25:06.072673,1.0,2025,6,22,6,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.213497339848786,1.82579081801399e-06,740.072205936691,-0.22038351876460732,0.4987553469979297,2.3333333333333335
579.0,19.0,Female,West,Primary,Salaried,937133.08,252938.81,Education,524.0,2.0,54.0,28.23,2016-11-09 12:25:06.072675,0.0,2016,11,9,2,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.75058164596744,1.067083164876471e-06,968.056341335565,0.7884203051680232,0.26990703390814036,4.5
580.0,68.0,Male,North,Secondary,Self-Employed,668340.08,363022.99,Car,711.0,1.0,67.0,49.22,2018-07-13 12:25:06.072677,0.0,2018,7,13,4,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.412553921009966,1.496242008646244e-06,817.5206908696562,0.10083620892672727,0.5431710604577239,5.583333333333333
581.0,67.0,Male,East,Primary,Salaried,391085.16,218345.46,Home,417.0,7.0,164.0,38.66,2024-04-03 12:25:06.072680,1.0,2024,4,3,2,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.876683172748498,2.5569813056028373e-06,625.3680196492302,-0.653743951927249,0.5583066869630134,13.666666666666666
582.0,52.0,Female,East,Primary,Unemployed,252636.72,439701.14,Car,781.0,5.0,102.0,76.23,2025-03-22 12:25:06.072681,0.0,2025,3,22,5,0,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.43971180474957,3.958237115186125e-06,502.6298041302366,-1.0587748599952271,1.7404482610445544,8.5
583.0,40.0,Female,West,Secondary,Unemployed,584352.28,310698.65,Other,491.0,9.0,120.0,11.81,2016-06-26 12:25:06.072684,1.0,2016,6,26,6,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.278261010419905,1.7112935517363743e-06,764.4293819575488,-0.12180214769604278,0.5316975061687105,10.0
584.0,43.97157894736842,Male,North,Post-Graduate,Self-Employed,582175.37,-82413.46,Home,406.0,6.0,191.0,29.51,2017-12-06 12:25:06.072685,0.0,2017,12,6,2,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.274528722042968,1.717692526750957e-06,763.004174300508,-0.1276325352519755,-0.1415612275043515,15.916666666666666
585.0,43.0,Other,South,Primary,Unemployed,662753.18,366408.04,Car,681.0,0.0,153.0,22.21,2023-11-29 12:25:06.072688,0.0,2023,11,29,2,2,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.404159431185324,1.5088550629737257e-06,814.0965421864903,0.08615900604372308,0.5528574604500577,12.75
586.0,25.0,Male,East,Graduate,Unemployed,842138.11,449452.65,Car,689.0,0.0,48.0,78.74,2022-02-28 12:25:06.072690,0.0,2022,2,28,0,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.643700493354892,1.1874522725823766e-06,917.6808323158983,0.5492158767074476,0.533704204408942,4.0
587.0,46.0,Male,West,Graduate,Self-Employed,815822.66,127190.75,Business,543.0,9.0,167.0,47.4,2022-03-24 12:25:06.072692,0.0,2022,3,24,3,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.611953507651462,1.2257550853575392e-06,903.2290185772378,0.4822683677807968,0.15590489972416308,13.916666666666666
588.0,43.0,Female,North,Secondary,Salaried,484219.79,361309.04,Other,767.0,1.0,47.0,42.34,2026-02-15 12:25:06.072694,0.0,2026,2,15,6,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.09029625936731,2.0651736163579427e-06,695.8590302640328,-0.39351576362978985,0.7461674377249223,3.9166666666666665
589.0,27.0,Male,West,Post-Graduate,Salaried,341236.12,574493.95,Business,837.0,9.0,21.0,45.96,2023-08-25 12:25:06.072696,1.0,2023,8,25,4,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.740332881179256,2.9305135385036656e-06,584.1541919733179,-0.7966827341561565,1.6835672319800141,1.75
590.0,43.0,Female,South,Secondary,Self-Employed,353175.77,316809.96,Home,509.0,2.0,158.0,87.75,2017-12-28 12:25:06.072698,0.0,2017,12,28,3,0,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.774723975447069,2.8314433024572935e-06,594.2859328639709,-0.7621835122575499,0.897031979288953,13.166666666666666
591.0,51.0,Male,East,Post-Graduate,Unemployed,452639.66,471244.33,Business,372.0,0.0,92.0,78.02,2022-02-27 12:25:06.072700,0.0,2022,2,27,6,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,13.022853844646738,2.20925800170051e-06,672.7850028055025,-0.48085612723609994,1.0411026068727607,7.666666666666667
592.0,68.0,Male,West,Primary,Self-Employed,526653.69,233676.75,Other,608.0,4.0,159.0,66.51,2018-06-15 12:25:06.072702,0.0,2018,6,15,4,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.17430037557014,1.8987773563736802e-06,725.7090946102302,-0.2774536163893658,0.44370096410033705,13.25
593.0,58.0,Other,West,Primary,Salaried,661012.43,297305.36,Education,485.0,2.0,121.0,33.24,2016-08-17 12:25:06.072705,0.0,2016,8,17,2,2,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.401529436327875,1.51282856688706e-06,813.0267092783607,0.08158223340031086,0.44977272212566405,10.083333333333334
594.0,24.0,Male,West,Primary,Salaried,439806.48,269306.81,Education,552.0,0.0,116.0,23.21,2022-10-09 12:25:06.072719,1.0,2022,10,9,6,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.994092364688955,2.2737221295099393e-06,663.1790708398448,-0.5166006755963919,0.612330245793559,9.666666666666666
595.0,21.0,Female,South,Primary,Self-Employed,656078.39,241931.94,Home,312.0,7.0,154.0,83.71,2018-12-23 12:25:06.072721,1.0,2018,12,23,6,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.394037081945198,1.5242057824739778e-06,809.9866603839844,0.06860007439009717,0.3687546239710776,12.833333333333334
596.0,67.0,Male,West,Graduate,Self-Employed,672408.03,277841.69,Education,598.0,5.0,150.0,43.85,2022-03-13 12:25:06.072723,0.0,2022,3,13,6,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.418622109932668,1.4871900218234726e-06,820.0048963268451,0.11151172118205989,0.4132040035274415,12.5
597.0,62.0,Male,South,Graduate,Salaried,628668.78,55397.73,Business,375.0,8.0,149.0,32.3,2020-11-10 12:25:06.072725,0.0,2020,11,10,1,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.351361405775124,1.5906602031992057e-06,792.8863600794252,-0.0037821925705994086,0.08811910462612761,12.416666666666666
598.0,43.97157894736842,Male,South,Secondary,Self-Employed,374275.4,250367.98,Home,350.0,2.0,1.0,47.67,2021-07-14 12:25:06.072727,0.0,2021,7,14,2,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.832749840876135,2.6718222148123684e-06,611.7805161984157,-0.7016290792532797,0.6689405181318355,0.08333333333333333
599.0,46.0,Female,South,Post-Graduate,Salaried,693565.35,500670.97,Other,448.0,8.0,165.0,83.43,2017-05-23 12:25:06.072729,0.0,2017,5,23,1,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.449602188277346,1.441823121897422e-06,832.8057096346062,0.16688398773166335,0.7218800218321172,13.75
600.0,53.0,Male,East,Primary,Self-Employed,1016253.93,155446.49,Home,421.0,8.0,77.0,40.97,2026-01-18 12:25:06.072731,0.0,2026,1,18,6,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.831634791000901,9.84005066524007e-07,1008.0942069072712,0.9849431782651821,0.15296028424706803,6.416666666666667
601.0,42.0,Female,East,Primary,Self-Employed,649179.37,140080.01,Home,571.2631578947369,0.0,85.0,55.01,2020-10-17 12:25:06.072733,0.0,2020,10,17,5,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.383465876950385,1.5404039404333806e-06,805.7166809741499,0.05042378499153681,0.21578013176851263,7.083333333333333
602.0,38.0,Male,West,Post-Graduate,Self-Employed,9384.98,309181.86,Car,579.0,2.0,46.0,74.24,2020-10-27 12:25:06.072735,0.0,2020,10,27,1,1,"(-53685.535, 1401611.145]",0,"(-47887.541, 471604.652]",2,9.146972365518938,0.00010654188481117582,96.87610644529434,-1.9006908091120533,32.94432806463093,3.8333333333333335
603.0,53.0,Other,West,Post-Graduate,Salaried,848175.91,316677.47,Car,837.0,5.0,137.0,44.17,2018-03-01 12:25:06.072737,0.0,2018,3,1,3,2,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.650844513298875,1.1789993198470823e-06,920.964662731421,0.5645328007165332,0.37336296193557295,11.416666666666666
604.0,27.0,Male,East,Secondary,Self-Employed,459450.44,356619.71,Home,455.0,7.0,145.0,28.68,2021-09-15 12:25:06.072739,0.0,2021,9,15,2,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,13.037788535106294,2.176508577272062e-06,677.8277362280184,-0.4619463151128242,0.7761875470181289,12.083333333333334
605.0,54.0,Female,North,Post-Graduate,Salaried,1053142.54,282939.21,Education,571.2631578947369,3.0,47.0,89.56,2017-11-16 12:25:06.072742,0.0,2017,11,16,3,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.867290097115676,9.495381797622763e-07,1026.2273334890276,1.0757948406525462,0.2686618375514486,3.9166666666666665
606.0,26.0,Female,East,Primary,Salaried,623272.69,310779.62,Car,675.0,4.0,59.0,86.53,2023-02-25 12:25:06.072744,0.0,2023,2,25,5,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.342741011092627,1.604431594088305e-06,789.4762124345482,-0.01808583499997636,0.49862544113716906,4.916666666666667
607.0,41.0,Female,South,Primary,Self-Employed,1315299.31,989469.14,Other,381.0,8.0,54.0,77.48,2019-06-07 12:25:06.072746,0.0,2019,6,7,4,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,14.089575570144518,7.602826460217286e-07,1146.8649920544267,1.7090392863972959,0.7522767878590311,4.5
608.0,52.0,Female,East,Primary,Self-Employed,935302.51,434522.31,Business,791.0,5.0,86.0,65.07,2020-08-13 12:25:06.072748,0.0,2020,8,13,3,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.748626365222187,1.06917165316743e-06,967.1103918374572,0.7838454461641396,0.4645794332359912,7.166666666666667
