Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term_months,Default_Status
CUST102504,32,1249230,367399,308,48,No
CUST102505,47,778921,122219,441,36,Yes
CUST102506,60,1265719,760349,735,60,No
CUST102507,22,780222,1419315,326,24,No
CUST102508,33,1578054,744911,342,24,No
CUST102509,52,827751,768590,430,48,No
CUST102510,51,325851,416042,515,48,Yes
CUST102511,36,753375,1389091,819,48,No
CUST102512,52,866978,209950,644,48,No
CUST102513,52,994878,217229,807,36,Yes
CUST102514,54,511011,1104490,712,36,Yes
CUST102515,31,644244,1313348,545,60,No
CUST102516,30,358272,1387900,748,36,No
CUST102517,35,426179,971192,320,24,No
CUST102518,37,1074506,915048,707,60,No
CUST102519,60,1965401,1326137,756,36,No
CUST102520,38,1751292,1286011,743,48,No
CUST102521,29,1466084,669501,564,36,No
CUST102522,45,1891286,470576,483,12,No
CUST102523,60,550036,612093,526,60,No
CUST102524,34,1468207,456669,847,36,Yes
CUST102525,45,582188,1225175,545,36,No
CUST102526,42,239148,728063,372,24,No
CUST102527,50,1400346,1288669,449,48,No
CUST102528,40,635686,1172752,812,48,Yes
CUST102529,41,685287,144799,368,24,Yes
CUST102530,64,1960399,672673,529,24,No
CUST102531,52,495901,809942,371,12,No
CUST102532,41,278012,1187495,696,60,No
CUST102533,55,1113475,974914,383,48,No
CUST102534,52,1187751,655750,598,24,No
CUST102535,50,256116,229340,592,24,No
CUST102536,59,344233,739608,522,60,Yes
CUST102537,32,1280728,1129735,515,24,No
CUST102538,61,306379,92039,530,12,No
CUST102539,38,1475481,807262,704,60,Yes
CUST102540,41,1269412,1146376,468,12,Yes
CUST102541,33,421439,352905,628,36,No
CUST102542,41,1435296,668914,725,48,No
CUST102543,28,1405979,529319,495,24,No
CUST102544,60,1390411,1216944,825,60,No
CUST102545,27,1055876,749023,376,12,Yes
CUST102546,43,817397,1007916,576,48,No
CUST102547,64,1398835,1217574,765,48,Yes
CUST102548,52,1391605,291324,747,24,No
CUST102549,31,597595,559662,619,48,No
CUST102550,42,806306,478583,459,24,No
CUST102551,42,1895940,1420614,791,36,No
CUST102552,63,1931041,283229,612,24,No
CUST102553,45,1642669,887876,460,12,No
CUST102554,42,1952289,1001773,607,48,No
CUST102555,48,1988521,111748,445,48,No
CUST102556,49,1594028,1139766,695,48,Yes
CUST102557,33,1693359,1138894,388,24,No
CUST102558,38,520057,742378,607,60,No
CUST102559,22,726925,174078,845,24,Yes
CUST102560,49,665994,89759,670,12,No
CUST102561,41,1028457,852930,750,24,Yes
CUST102562,35,956547,600277,466,48,No
CUST102563,47,561652,429179,691,36,No
CUST102564,51,806752,903009,790,12,No
CUST102565,35,1539462,417375,449,36,No
CUST102566,43,736119,1082203,767,12,No
CUST102567,44,313768,735459,342,12,No
CUST102568,64,971271,926332,328,48,Yes
CUST102569,33,1595812,483855,330,24,No
CUST102570,42,1077311,941111,427,48,Yes
CUST102571,63,1112969,335626,593,48,No
CUST102572,57,1164266,1429932,740,48,No
CUST102573,53,829112,1078825,687,36,No
CUST102574,23,1216462,530533,823,12,Yes
CUST102575,39,1337317,866480,846,60,Yes
CUST102576,43,1267406,970569,409,24,Yes
CUST102577,49,1565764,1493828,627,48,No
CUST102578,50,1060380,765054,704,12,Yes
CUST102579,59,269202,441637,544,24,No
CUST102580,64,499189,1158780,462,60,Yes
CUST102581,45,417394,298827,698,60,Yes
CUST102582,57,1759049,295256,698,48,No
CUST102583,28,1450699,394087,792,60,Yes
CUST102584,62,357699,71518,538,60,No
CUST102585,36,477342,460275,764,24,No
CUST102586,28,1055953,644091,331,24,Yes
CUST102587,21,704655,121524,422,48,No
CUST102588,64,1879335,798870,833,12,No
CUST102589,25,436824,926004,409,48,Yes
CUST102590,23,1760790,641309,570,36,Yes
CUST102591,21,1267979,785609,679,60,No
CUST102592,24,1252257,332187,599,12,Yes
CUST102593,60,553699,1100995,548,24,No
CUST102594,55,1248072,1220407,820,36,No
CUST102595,52,1888124,818976,333,36,Yes
CUST102596,62,1946228,984644,527,60,No
CUST102597,54,829674,486700,698,24,No
CUST102598,63,598845,1293517,519,12,No
CUST102599,45,293246,1274858,670,24,No
CUST102600,30,1344440,390641,827,60,No
CUST102601,41,408886,682899,374,36,Yes
CUST102602,59,470561,1236135,435,60,No
CUST102603,47,1629608,636400,373,48,No
CUST102604,47,1414413,998614,553,36,No
CUST102605,22,1060931,1337616,317,60,No
CUST102606,61,1493736,852792,342,12,No
CUST102607,33,387646,807739,349,12,No
CUST102608,29,1220332,1090206,814,12,No
CUST102609,56,1732337,1443758,602,48,No
CUST102610,42,983566,1040671,441,24,No
CUST102611,62,1014107,315161,501,12,No
CUST102612,46,1505257,398405,506,48,No
CUST102613,32,1714059,241196,714,12,No
CUST102614,37,1944499,640608,520,48,Yes
CUST102615,34,735620,1333643,661,12,No
CUST102616,34,979105,1494988,380,24,No
CUST102617,54,1005609,387232,584,60,No
CUST102618,40,1116992,1279362,668,12,No
CUST102619,31,420326,1392641,791,60,Yes
CUST102620,36,923807,904967,645,12,No
CUST102621,51,1510425,1163926,503,24,Yes
CUST102622,26,519248,231417,324,60,Yes
CUST102623,39,546479,290678,368,48,No
CUST102624,57,1625658,393275,815,12,No
CUST102625,24,1329306,1120639,791,12,Yes
CUST102626,24,1646743,1439666,539,48,No
CUST102627,40,1486050,1275619,660,24,No
CUST102628,30,490477,184670,740,36,Yes
CUST102629,44,483817,60564,330,12,Yes
CUST102630,55,1100853,816412,621,48,No
CUST102631,46,1813734,801794,643,36,Yes
CUST102632,57,453017,361869,835,12,No
CUST102633,58,851824,155940,654,60,No
CUST102634,41,533245,1027444,770,48,No
CUST102635,60,1009253,636373,404,60,No
CUST102636,59,1274070,1370985,621,24,No
CUST102637,41,1872341,1239353,826,36,Yes
CUST102638,30,1636803,236351,803,48,No
CUST102639,58,1978096,1189656,384,12,No
CUST102640,24,574842,523050,534,12,Yes
CUST102641,40,573704,506195,562,36,No
CUST102642,37,1642627,367972,305,60,Yes
CUST102643,27,1242630,1477604,793,60,Yes
CUST102644,24,480790,828894,588,48,No
CUST102645,49,323777,1078520,649,48,No
CUST102646,34,1850224,1369204,499,60,No
CUST102647,23,1548055,1423368,634,48,Yes
CUST102648,44,1055783,1420665,516,60,No
CUST102649,57,1101366,759038,652,36,Yes
CUST102650,36,333501,136332,624,48,No
CUST102651,24,1552670,931037,527,60,No
CUST102652,44,784942,1354116,444,48,No
CUST102653,54,569566,304547,607,12,No
CUST102654,50,1620654,1002865,584,12,No
CUST102655,38,319975,846747,691,24,No
CUST102656,39,923503,360112,659,60,No
CUST102657,51,1601906,321251,464,24,No
CUST102658,39,1614954,630069,523,60,No
CUST102659,39,1875190,316013,423,48,No
CUST102660,42,1326103,505911,643,60,No
CUST102661,44,548848,503638,823,12,Yes
CUST102662,32,1681177,1386371,351,48,Yes
CUST102663,50,366991,1417694,428,12,No
CUST102664,58,296952,544509,434,48,No
CUST102665,51,533260,73446,426,60,No
CUST102666,56,665806,1267756,370,60,No
CUST102667,39,1076058,578111,572,12,No
CUST102668,56,1682179,194526,486,36,No
CUST102669,50,1919759,709292,302,60,No
CUST102670,53,246015,977724,584,36,Yes
CUST102671,38,302877,255162,321,48,No
CUST102672,48,1526059,1166541,465,36,No
CUST102673,31,1771741,516196,609,12,No
CUST102674,53,1907427,322654,776,24,No
CUST102675,37,593922,715897,797,24,Yes
CUST102676,26,1870357,155935,733,12,Yes
CUST102677,24,871088,905566,533,24,No
CUST102678,40,1124501,807993,675,12,Yes
CUST102679,47,1745329,551443,545,60,Yes
CUST102680,35,915768,303978,602,36,No
CUST102681,26,1175601,719142,704,24,No
CUST102682,34,591670,426924,320,60,No
CUST102683,31,631739,437688,556,24,Yes
CUST102684,59,1894512,566404,698,48,No
CUST102685,29,1535883,387864,828,12,No
CUST102686,46,1921654,1120648,350,12,No
CUST102687,36,811796,131015,746,60,No
CUST102688,25,939127,275075,569,48,No
CUST102689,30,1550339,1171322,561,36,No
CUST102690,23,1522846,226774,664,48,No
CUST102691,33,1837790,414404,348,48,Yes
CUST102692,63,240633,449273,817,36,No
CUST102693,50,1457302,178259,417,36,Yes
CUST102694,26,1251893,80916,752,48,Yes
CUST102695,37,507124,601556,696,24,Yes
CUST102696,39,1030547,73259,326,24,No
CUST102697,62,1965582,496799,671,48,Yes
CUST102698,55,911323,653688,396,24,No
CUST102699,46,1689423,346437,828,36,No
CUST102700,25,1953252,1105619,485,36,Yes
CUST102701,49,1616084,157009,514,24,No
CUST102702,57,1701134,1008146,550,36,Yes
CUST102703,40,1526224,1307713,515,12,No
CUST102704,41,923953,211940,328,36,No
CUST102705,30,619876,859716,401,48,Yes
CUST102706,25,1126109,687547,422,60,No
CUST102707,56,1568108,1199380,353,24,No
CUST102708,26,1460945,119000,582,24,Yes
CUST102709,46,1828365,134179,416,36,No
CUST102710,24,908669,834514,413,36,No
CUST102711,59,227043,1122456,842,60,Yes
CUST102712,59,233635,1492047,592,60,No
CUST102713,55,410387,444718,494,48,Yes
CUST102714,21,1329267,775552,591,12,No
CUST102715,44,699730,519054,560,48,Yes
CUST102716,56,1206891,907398,506,24,No
CUST102717,26,1342520,222438,348,36,No
CUST102718,61,927467,470641,305,48,Yes
CUST102719,64,655796,495544,678,36,No
CUST102720,51,1101699,819640,693,36,Yes
CUST102721,40,1764154,1432414,523,48,No
CUST102722,44,1197057,1497598,322,48,Yes
CUST102723,45,1287812,529490,409,60,No
CUST102724,56,1514870,853538,698,12,No
CUST102725,41,1622089,106731,471,60,No
CUST102726,50,1005855,1173586,605,12,Yes
CUST102727,44,1777001,299091,450,48,No
CUST102728,64,754280,1393319,727,12,No
CUST102729,62,1211942,121326,766,24,No
CUST102730,50,315140,823164,366,60,No
CUST102731,42,375993,387850,455,60,No
CUST102732,48,1894089,1213594,505,60,No
CUST102733,27,1721161,538968,454,36,No
CUST102734,55,1053349,508128,808,36,Yes
CUST102735,48,1584410,104645,373,48,No
CUST102736,34,1544955,521426,348,48,No
CUST102737,30,410047,131588,766,36,Yes
CUST102738,36,1791986,1278190,478,60,No
CUST102739,36,486100,163693,347,36,No
CUST102740,51,263879,60567,371,12,No
CUST102741,62,782848,1361039,412,60,Yes
CUST102742,45,1238939,1188581,458,36,Yes
CUST102743,33,572454,1103367,329,48,No
CUST102744,26,924045,540488,396,36,Yes
CUST102745,64,1142164,181401,550,24,No
CUST102746,29,1245533,255459,818,36,No
CUST102747,56,1485844,111032,391,60,No
CUST102748,63,679280,749438,412,36,No
CUST102749,40,1756232,925094,558,48,No
CUST102750,38,987600,912132,406,12,No
CUST102751,63,507268,629897,689,24,No
CUST102752,41,1939833,241634,657,60,Yes
CUST102753,24,870392,664333,498,48,No
CUST102754,53,1563517,842135,726,24,No
CUST102755,47,1685619,798005,777,36,No
CUST102756,27,1399399,1423835,802,24,No
CUST102757,26,754661,1076457,419,12,No
CUST102758,35,322026,269162,608,24,Yes
CUST102759,38,1278846,1126252,837,24,No
CUST102760,52,1127890,794700,774,36,No
CUST102761,31,1481507,1266571,643,36,No
CUST102762,40,1968753,1390522,435,60,No
CUST102763,44,1313760,1451051,576,36,No
CUST102764,35,707532,506120,832,24,No
CUST102765,27,935053,1027666,330,12,No
CUST102766,41,762167,1223362,546,36,No
CUST102767,62,1222560,901601,710,60,No
CUST102768,46,511741,596363,326,60,No
CUST102769,64,1156636,780076,372,24,No
CUST102770,34,203626,1107880,396,36,No
CUST102771,57,1858800,179851,645,36,Yes
CUST102772,41,1743971,1481449,775,60,No
CUST102773,38,1854379,1158198,599,36,Yes
CUST102774,25,408137,1414935,598,24,No
CUST102775,23,1828254,1047650,586,12,No
CUST102776,43,1134149,1347685,748,24,No
CUST102777,46,947320,336172,511,36,No
CUST102778,57,1827008,613616,375,24,No
CUST102779,44,344454,339445,700,48,No
CUST102780,39,1776889,350159,333,48,Yes
CUST102781,45,636442,611133,797,36,No
CUST102782,41,1590100,225231,815,36,No
CUST102783,32,454043,355858,627,12,No
CUST102784,61,843198,1179298,397,24,No
CUST102785,53,662927,337374,665,12,No
CUST102786,24,820343,1147838,762,36,No
CUST102787,62,1636909,1057705,327,36,Yes
CUST102788,27,930070,91722,685,60,No
CUST102789,42,1120947,1013863,572,12,No
CUST102790,53,1007827,899228,426,36,No
CUST102791,37,1806325,745519,501,48,No
CUST102792,44,1506648,290740,820,60,No
CUST102793,54,1813979,1076179,586,24,No
CUST102794,48,310084,1199384,749,60,No
CUST102795,63,1214391,305416,387,24,No
CUST102796,61,545876,1360704,617,48,Yes
CUST102797,59,1229649,1497031,318,24,Yes
CUST102798,42,673006,820340,406,12,Yes
CUST102799,37,1590277,1411606,757,24,No
CUST102800,54,1057692,939856,610,24,No
CUST102801,26,1932626,154697,711,60,No
CUST102802,26,987839,1330148,797,48,No
CUST102803,54,273568,807130,543,24,No
CUST102804,21,1307136,740034,679,12,No
CUST102805,30,1164844,1247753,814,60,No
CUST102806,41,1397442,1077691,506,48,Yes
CUST102807,25,1399529,210811,693,48,No
CUST102808,22,1990228,1261617,320,36,Yes
CUST102809,42,961058,1493608,826,12,No
CUST102810,22,426024,828492,642,60,No
CUST102811,30,1429351,307471,501,60,Yes
CUST102812,54,1161858,142019,419,12,No
CUST102813,36,291288,1207593,688,48,Yes
CUST102814,59,671678,905817,836,24,No
CUST102815,42,1629740,268220,533,12,No
CUST102816,32,1085733,1203729,619,60,Yes
CUST102817,44,214390,608114,479,12,No
CUST102818,60,697619,684322,667,48,No
CUST102819,58,418547,408349,375,36,No
CUST102820,30,751595,1111385,795,36,No
CUST102821,55,427436,1399148,821,24,No
CUST102822,52,425121,1062494,500,24,No
CUST102823,27,451063,1209702,645,48,No
CUST102824,41,1273078,402465,782,24,No
CUST102825,40,1795350,838525,518,36,No
CUST102826,46,1622533,618786,359,48,No
CUST102827,24,1942194,868441,849,48,No
CUST102828,42,1961652,1049598,520,48,No
CUST102829,35,428300,440659,801,12,No
CUST102830,60,303920,67718,432,24,No
CUST102831,41,1985430,1377425,352,60,No
CUST102832,35,1218056,399762,749,36,Yes
CUST102833,42,1593488,112598,361,24,No
CUST102834,48,1128252,1372959,322,36,No
CUST102835,34,787073,883054,343,24,No
CUST102836,47,800338,620953,346,60,Yes
CUST102837,61,747026,868706,323,36,Yes
CUST102838,60,274231,196075,388,60,No
CUST102839,48,273606,1251636,473,36,No
CUST102840,46,1735093,499110,418,12,No
CUST102841,22,1552382,271516,477,12,No
CUST102842,45,1629033,1453823,641,36,No
CUST102843,23,1475945,1165022,358,36,No
CUST102844,28,693896,603360,737,60,No
CUST102845,64,356688,83717,727,48,No
CUST102846,53,695898,268417,725,36,No
CUST102847,62,1521902,207723,680,24,No
CUST102848,55,1216382,429346,785,24,No
CUST102849,26,1703805,1011795,484,24,Yes
CUST102850,59,362403,434533,759,12,No
CUST102851,43,901458,159525,401,60,No
CUST102852,45,1274704,1311668,314,12,No
CUST102853,63,1280132,1103222,350,24,No
CUST102854,39,1507046,351857,608,36,Yes
CUST102855,25,1925812,1428656,333,24,No
CUST102856,31,1388597,1273979,504,36,No
CUST102857,32,776250,334329,369,60,No
CUST102858,30,1862918,396407,529,48,No
CUST102859,28,717200,804016,779,36,No
CUST102860,44,1450854,626395,832,12,No
CUST102861,48,1796963,819153,407,24,No
CUST102862,61,1484519,853995,540,24,Yes
CUST102863,56,1130220,327845,550,24,Yes
CUST102864,57,383683,1298720,434,36,Yes
CUST102865,41,1942821,1015721,389,60,No
CUST102866,28,1563864,789782,739,36,Yes
CUST102867,29,1444868,545339,597,12,Yes
CUST102868,35,732125,702619,706,24,Yes
CUST102869,60,1429003,734770,607,36,Yes
CUST102870,38,1426947,149280,401,24,No
CUST102871,62,1136663,764075,660,12,Yes
CUST102872,40,1103112,1084472,827,48,No
CUST102873,26,972291,1137241,592,48,No
CUST102874,32,1617522,328101,445,48,Yes
CUST102875,22,1233879,1015631,703,24,No
CUST102876,27,826701,1031093,301,36,No
CUST102877,36,251012,898352,418,24,No
CUST102878,23,330193,738235,490,60,Yes
CUST102879,23,1176809,163828,302,36,No
CUST102880,47,418168,960284,786,12,No
CUST102881,63,348178,1189391,476,48,Yes
CUST102882,60,258123,1293470,556,36,No
CUST102883,58,311825,1039269,833,36,No
CUST102884,53,1781584,1263290,776,48,No
CUST102885,48,1417309,82356,697,12,No
CUST102886,21,970391,1364529,795,24,No
CUST102887,28,1473546,1010875,519,24,Yes
CUST102888,57,424866,321609,472,36,No
CUST102889,52,1224208,1434564,689,48,No
CUST102890,63,1138624,246322,801,60,No
CUST102891,57,1399438,96023,559,12,No
CUST102892,24,782943,227696,430,24,No
CUST102893,50,915003,476492,412,12,No
CUST102894,26,1866312,908075,319,12,No
CUST102895,39,378446,260084,514,12,No
CUST102896,52,898267,1233087,609,48,No
CUST102897,29,1429719,529064,550,48,No
CUST102898,32,1893371,1177248,787,48,No
CUST102899,31,496956,522919,681,36,No
CUST102900,36,1036002,1115876,708,48,No
CUST102901,21,1561621,372433,570,36,No
CUST102902,41,1308762,513723,706,24,No
CUST102903,50,1370642,994413,493,24,No
CUST102904,33,590508,69659,740,24,No
CUST102905,54,1954187,736763,612,24,No
CUST102906,24,1969107,1343835,378,24,Yes
CUST102907,48,236160,60360,479,48,No
CUST102908,58,219156,857856,313,60,Yes
CUST102909,51,1324784,98791,545,48,Yes
CUST102910,47,673196,446281,313,60,No
CUST102911,25,665536,1373020,398,48,No
CUST102912,45,873289,607658,332,24,No
CUST102913,23,659822,775191,735,12,No
CUST102914,53,1479802,1125785,556,60,Yes
CUST102915,24,1704351,551503,333,12,No
CUST102916,45,1695997,333071,318,24,No
CUST102917,40,1710267,553623,559,60,Yes
CUST102918,54,919701,667542,715,12,No
CUST102919,46,1081809,914845,436,48,No
CUST102920,25,505007,1087441,658,24,No
CUST102921,55,937197,797562,415,48,No
CUST102922,48,265439,1484636,703,48,No
CUST102923,49,1911130,1091371,501,24,No
CUST102924,29,1975323,755314,675,60,No
CUST102925,58,845649,1346918,549,36,Yes
CUST102926,26,412986,922189,745,36,No
CUST102927,39,1445862,1001937,577,24,Yes
CUST102928,64,1741084,852364,411,36,No
CUST102929,31,229777,107803,772,12,No
CUST102930,22,1505003,1232200,691,60,No
CUST102931,64,1930119,630915,442,48,Yes
CUST102932,64,620661,1440530,331,48,No
CUST102933,29,398110,1143956,480,24,Yes
CUST102934,41,1233981,210322,815,48,No
CUST102935,44,1597921,1481041,568,12,No
CUST102936,54,614627,881460,535,12,No
CUST102937,42,905937,720655,576,24,Yes
CUST102938,23,478011,1047709,574,48,No
CUST102939,32,1835365,322667,385,36,No
CUST102940,48,1393914,1406250,362,36,No
CUST102941,50,890568,588057,703,60,No
CUST102942,46,1750330,162035,491,24,Yes
CUST102943,41,1894408,1274293,592,60,No
CUST102944,48,1673005,730917,330,36,No
CUST102945,46,1911303,809087,629,36,No
CUST102946,53,759650,1440502,406,36,No
CUST102947,41,450449,390526,575,60,Yes
CUST102948,55,513732,1266733,381,24,No
CUST102949,54,1417933,947371,363,12,Yes
CUST102950,61,1899547,1243118,428,12,No
CUST102951,38,980445,915144,555,36,No
CUST102952,31,405827,1468137,530,24,No
CUST102953,43,402918,260154,796,24,No
CUST102954,42,1547027,1311972,436,48,Yes
CUST102955,37,1212671,1029532,754,48,Yes
CUST102956,25,542424,1280420,654,60,Yes
CUST102957,64,1661659,572797,784,48,Yes
CUST102958,31,1042955,1041120,445,60,No
CUST102959,50,1123882,1450020,332,12,Yes
CUST102960,35,940045,1097006,559,36,No
CUST102961,47,1356245,318774,386,24,No
CUST102962,55,932318,960906,564,12,No
CUST102963,53,358998,411013,841,12,No
CUST102964,40,1876079,1244507,691,60,No
CUST102965,36,822995,464399,531,36,Yes
CUST102966,54,1654972,933717,746,60,No
CUST102967,22,1865701,1327071,428,12,No
CUST102968,55,445847,304809,570,24,No
CUST102969,60,1476120,1009748,388,48,No
CUST102970,48,1176006,779672,765,60,No
CUST102971,59,1074168,1113597,469,12,Yes
CUST102972,26,467614,498781,427,48,No
CUST102973,29,1476043,491259,473,48,No
CUST102974,40,1394601,778510,325,12,No
CUST102975,21,1156011,114361,810,36,No
CUST102976,28,1760753,846787,787,12,No
CUST102977,43,1864357,1197417,705,24,No
CUST102978,23,992955,754364,325,48,Yes
CUST102979,24,1466571,1344876,382,24,No
CUST102980,45,1961126,210786,663,60,No
CUST102981,58,493313,591486,666,48,Yes
CUST102982,35,1818505,379095,359,36,No
CUST102983,41,354062,969156,591,12,No
CUST102984,55,1802525,1357042,490,60,Yes
CUST102985,34,1917355,1364530,760,24,No
CUST102986,56,1054032,960175,532,60,No
CUST102987,32,1876483,984073,773,36,No
CUST102988,37,1586822,1356884,704,12,No
CUST102989,59,757373,1198431,570,60,No
CUST102990,29,1345640,784480,433,24,Yes
CUST102991,55,906014,171701,470,60,No
CUST102992,33,1647922,542281,714,12,No
CUST102993,35,1878587,1438767,327,60,Yes
CUST102994,38,333114,1209347,435,24,No
CUST102995,53,1056566,1104739,704,12,Yes
CUST102996,26,691638,1030591,804,36,No
CUST102997,47,757765,898503,540,36,No
CUST102998,43,1887025,1114641,743,48,Yes
CUST102999,47,884076,1483043,733,60,No
CUST103000,54,1588857,954401,527,24,No
CUST103001,58,339133,395600,808,60,No
CUST103002,34,1912545,547721,602,12,No
CUST103003,56,1546091,298924,333,48,Yes
CUST103004,28,965710,753708,301,24,No
CUST103005,55,545165,594517,661,60,No
CUST103006,39,1662597,1413307,494,24,No
CUST103007,50,470001,1410433,607,12,No
CUST103008,34,1915556,595389,549,48,No
CUST103009,40,1781041,256935,446,24,No
CUST103010,45,623327,1171299,645,12,No
CUST103011,60,1500418,1324869,647,36,No
CUST103012,44,1599298,240477,553,24,No
CUST103013,34,1862805,1264596,698,48,Yes
CUST103014,46,982409,350065,633,24,No
CUST103015,58,1784690,520223,475,24,No
CUST103016,43,1917826,464287,424,12,No
CUST103017,42,544572,771478,697,60,No
CUST103018,39,1758859,229354,430,60,Yes
CUST103019,23,850332,370589,706,24,No
CUST103020,62,913391,786427,633,48,Yes
CUST103021,39,1761232,1442928,319,48,No
CUST103022,29,705350,1467003,504,12,No
CUST103023,48,537164,135779,654,24,No
CUST103024,40,1778359,1101636,472,24,No
CUST103025,27,1277057,700094,488,60,No
CUST103026,34,866627,1374451,301,12,No
CUST103027,29,1104329,389974,467,36,No
CUST103028,39,961062,595007,667,48,Yes
CUST103029,34,337815,600613,835,48,No
CUST103030,58,827763,990101,669,24,No
CUST103031,56,904133,1034943,736,12,No
CUST103032,60,519186,1113127,506,36,No
CUST103033,37,249476,405431,348,48,No
CUST103034,50,1245471,1384998,843,12,Yes
CUST103035,29,1996041,534405,428,36,Yes
CUST103036,53,490696,65141,746,24,No
CUST103037,45,920602,380057,334,60,Yes
CUST103038,34,1687564,870047,498,48,Yes
CUST103039,31,884308,768111,376,48,No
CUST103040,55,1455959,339596,668,36,No
CUST103041,61,269093,624679,825,60,No
CUST103042,34,1841987,1212111,648,12,No
CUST103043,50,216535,192770,805,24,No
CUST103044,61,528634,289947,537,12,No
CUST103045,24,1819426,660999,579,36,No
CUST103046,24,1629762,914282,731,48,No
CUST103047,48,456323,1363085,437,48,No
CUST103048,28,458916,802913,568,12,No
CUST103049,22,913895,934094,500,24,No
CUST103050,61,1478639,617660,441,36,No
CUST103051,42,241269,874255,654,24,No
CUST103052,61,1329250,645446,628,36,Yes
CUST103053,36,1028894,1082564,530,24,No
CUST103054,49,1120631,1231597,607,12,No
CUST103055,50,485291,623684,445,60,No
CUST103056,32,638744,1469056,451,36,No
CUST103057,55,1849959,1130488,439,12,No
CUST103058,31,968460,1155523,320,48,No
CUST103059,41,1972867,563676,553,48,Yes
CUST103060,41,290925,540913,363,24,No
CUST103061,25,790669,1142963,517,48,No
CUST103062,40,1872332,1031469,371,60,No
CUST103063,57,1490906,328652,461,36,No
CUST103064,23,1156176,1406312,429,24,No
CUST103065,64,1262307,683537,524,36,No
CUST103066,53,1635367,51919,753,36,No
CUST103067,29,1740450,879027,683,12,No
CUST103068,29,1823888,190689,406,48,No
CUST103069,24,1889576,83298,402,36,No
CUST103070,55,1349697,1335801,440,60,No
CUST103071,37,465976,283725,433,60,Yes
CUST103072,54,1805196,326600,498,48,No
CUST103073,44,212467,1208175,809,48,No
CUST103074,52,1289601,1182297,378,24,No
CUST103075,21,1392755,874356,781,24,No
CUST103076,28,1245851,860672,811,24,No
CUST103077,43,277994,399525,549,48,No
CUST103078,60,294202,321372,782,36,No
CUST103079,32,767769,858118,471,12,No
CUST103080,32,1644373,586208,316,24,No
CUST103081,35,1847982,1491229,593,12,No
CUST103082,61,1634730,1432445,693,60,No
CUST103083,39,644854,696052,797,48,Yes
CUST103084,46,1896578,211298,518,60,No
CUST103085,49,948987,254222,533,24,No
CUST103086,42,360185,371243,689,36,No
CUST103087,60,284363,1211133,547,24,No
CUST103088,41,525188,592301,351,12,Yes
CUST103089,58,411027,941641,314,24,No
CUST103090,40,1178534,546409,623,36,No
CUST103091,49,473958,775735,740,36,No
CUST103092,24,1610060,1030013,411,48,No
CUST103093,27,472168,312701,306,48,No
CUST103094,48,1967224,753060,544,36,No
CUST103095,48,1095668,180878,747,36,Yes
CUST103096,24,782124,673431,664,12,No
CUST103097,42,1518155,598866,666,24,No
CUST103098,32,1184588,714956,586,48,No
CUST103099,23,455095,646822,405,12,No
CUST103100,42,681632,846561,312,24,No
CUST103101,64,1509752,506610,445,48,No
CUST103102,22,1631591,247118,777,12,No
CUST103103,44,449717,848028,414,60,Yes
CUST103104,54,1907343,639643,808,60,Yes
CUST103105,47,1281516,587262,451,48,Yes
CUST103106,61,729954,1296321,356,12,No
CUST103107,21,1547842,1349942,681,24,Yes
CUST103108,28,1404740,1487514,456,24,No
CUST103109,43,1116185,536649,432,12,Yes
CUST103110,58,1109834,906634,462,60,No
CUST103111,26,406717,124442,574,12,No
CUST103112,42,1611910,727178,376,60,No
CUST103113,45,1611188,183726,343,60,Yes
CUST103114,38,226505,608046,849,24,No
CUST103115,37,1809577,177309,617,48,No
CUST103116,32,647603,740288,833,36,No
CUST103117,26,1029601,563644,453,12,No
CUST103118,46,1452930,234681,536,60,No
CUST103119,47,1850375,453552,816,12,No
CUST103120,28,1169246,1407757,520,48,Yes
CUST103121,39,412204,197278,609,48,No
CUST103122,62,1499270,1142139,476,36,No
CUST103123,21,449836,1116937,519,36,No
CUST103124,49,958849,1173045,337,60,No
CUST103125,55,728168,600104,730,36,No
CUST103126,60,636670,284295,502,60,No
CUST103127,34,1173215,666767,747,24,Yes
CUST103128,55,767827,76819,794,60,No
CUST103129,40,440056,1090801,424,36,No
CUST103130,33,1467633,1483050,364,12,Yes
CUST103131,58,1787663,58798,543,36,Yes
CUST103132,28,707800,730503,826,48,No
CUST103133,63,1353419,886127,525,36,No
CUST103134,40,643942,1352376,764,24,No
CUST103135,53,248784,583703,592,60,No
CUST103136,46,313034,1499912,680,48,No
CUST103137,59,634044,684493,465,60,No
CUST103138,41,1973462,1116746,517,60,No
CUST103139,62,1302938,66259,574,36,No
CUST103140,63,253997,334243,351,12,No
CUST103141,61,381413,1239297,673,48,No
CUST103142,29,1660865,1227970,662,24,Yes
CUST103143,44,1613119,1063295,313,24,No
CUST103144,57,1000981,1419978,639,12,No
CUST103145,61,1043352,1270685,838,12,No
CUST103146,37,940686,1372525,388,36,No
CUST103147,44,1717307,1353175,340,24,No
CUST103148,41,984752,1141723,603,48,No
CUST103149,59,1662108,124280,567,12,No
CUST103150,61,357255,1275701,437,12,No
CUST103151,59,1080292,418921,305,12,No
CUST103152,33,748912,440503,541,48,No
CUST103153,31,1966451,126215,461,24,No
CUST103154,39,1727573,1456085,817,48,No
CUST103155,31,770993,1371705,700,48,No
